ret,vol,Landlords,Neoclouds,Server providers
1.129129219907782,0.4848022941227173,0.44690482671034726,1.7780915628762273e-17,0.5530951732896527
1.1447741552068016,0.4854812033414949,0.4071799624230951,0.0,0.5928200375769049
1.1604190905058211,0.4872511853563897,0.37988893690491754,0.011279240953664843,0.6088318221414176
1.176064025804841,0.4893675225211426,0.35772853098556423,0.027212675463644413,0.6150587935507914
1.1917089611038605,0.49178169155640267,0.3355681257749685,0.04314611048105177,0.6212857637439798
1.20735389640288,0.49448933031285325,0.3134077175389629,0.05907954275469007,0.6275127397063471
1.2229988317018998,0.49748564702259007,0.2912473106893701,0.07501297588810628,0.6337397134225236
1.2386437670009194,0.5007654599254383,0.26908690636516797,0.09094641210937168,0.6399666815254603
1.254288702299939,0.5043232378336963,0.2469265029986142,0.10687984828708158,0.6461936487143042
1.2699336375989585,0.5081531425482821,0.2247660924611212,0.12281327898808714,0.6524206285507916
1.285578572897978,0.5122490700893588,0.20260568445664717,0.1387467108461601,0.6586476046971927
1.3012235081969978,0.516604693314806,0.18044528206362412,0.15468014966708096,0.664874568269295
1.3168684434960174,0.5212135011283449,0.15828487384369205,0.17061358059980336,0.6711015455565047
1.332513378795037,0.5260688398253561,0.13612447162797442,0.1865470190736625,0.6773285092983631
1.3481583140940567,0.5311639485154102,0.11396406516855855,0.20248045296019793,0.6835554818712435
1.3638032493930763,0.5364919959899958,0.09180366357167509,0.21841389125775468,0.6897824451705702
1.3794481846920958,0.5420461132705786,0.06964325416726364,0.23434732247280338,0.696009423359933
1.3950931199911154,0.547819424461986,0.04748284662599769,0.2502807562960742,0.7022363970779282
1.410738055290135,0.5538050741626992,0.02532244229370404,0.26621419216177333,0.7084633655445226
1.4263829905891547,0.5599962536582052,0.003162043402154091,0.28214763296294554,0.7146903236349004
1.4420279258881743,0.5669104737478674,5.204170427930421e-18,0.3153152532487282,0.6846847467512718
1.4576728611871939,0.5753965907192549,1.3877787807814457e-17,0.3513512923947865,0.6486487076052134
1.4733177964862136,0.5854003046400474,1.0408340855860843e-17,0.387387332560152,0.612612667439848
1.4889627317852332,0.5968453104795953,1.214306433183765e-17,0.42342337138146924,0.5765766286185308
1.5046076670842528,0.6096504440153765,0.0,0.45945941673199775,0.5405405832680021
1.5202526023832723,0.6237319370050114,5.551115123125783e-17,0.49549545639050124,0.5045045436094986
1.5358975376822919,0.639005417023892,0.0,0.5315314960490048,0.4684685039509951
1.5515424729813116,0.6553875533802195,0.0,0.5675675357075088,0.43243246429249116
1.5671874082803312,0.6727973659724884,5.551115123125783e-17,0.6036035753660123,0.3963964246339876
1.5828323435793508,0.6911571996205379,2.220446049250313e-16,0.6396396150245158,0.360360384975484
1.5984772788783705,0.7103933993985774,5.551115123125783e-17,0.6756756546830198,0.32432434531698007
1.61412221417739,0.7304367307473014,0.0,0.7117116943415233,0.28828830565847674
1.6297671494764097,0.7512225913366306,0.0,0.7477477340000269,0.2522522659999732
1.6454120847754292,0.7726910600221898,0.0,0.7837837736585304,0.21621622634146986
1.6610570200744488,0.7947868237055047,0.0,0.8198198133170338,0.18018018668296615
1.6767019553734686,0.8174590169712073,0.0,0.8558558529755379,0.14414414702446204
1.6923468906724881,0.8406610030881393,0.0,0.8918918926340414,0.10810810736595866
1.7079918259715077,0.8643501189869516,1.6653345369377348e-16,0.9279279322925449,0.072072067707455
1.7236367612705275,0.8884874015236992,1.6653345369377348e-16,0.9639639719510487,0.03603602804895123
1.739281696569547,0.9130372998823051,4.040038006849971e-17,1.0,0.0
